CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
2473,100010011202100024,2021-12-16,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Convicted,Bengaluru City District & Sessions Court,2021-12-15 16:00:00,12.993134,77.746403,Complainant reported the incident of cruelty by husband/relatives which occurred near City Railway Station. Investigation taken up.,A
2475,100080021202100021,2021-12-01,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Shivamogga District & Sessions Court,2021-12-01 06:00:00,13.907161,75.553376,Altercation between complainant and accused over trivial issue near MG Road; accused assaulted complainant with hands and knife causing simple injuries.,A
2476,100010008202200033,2022-09-21,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2022-09-21 21:00:00,12.970074,77.588706,Complainant reported the incident of grievous hurt which occurred near Jayanagar 4th Block. Investigation taken up.,A
2477,100010006202100030,2021-09-16,Upparpet PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Bengaluru City District & Sessions Court,2021-09-16 13:00:00,12.974727,77.565563,Complainant reported the incident of robbery which occurred near Jayanagar 4th Block. Investigation taken up.,A
2478,100010012202600024,2026-10-20,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Bengaluru City District & Sessions Court,2026-10-20 11:00:00,13.082229,77.599232,Complainant reported the incident of cheating which occurred near Yelahanka New Town. Investigation taken up.,A
2479,100010011202500027,2025-08-23,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Closed - Undetected,Bengaluru City District & Sessions Court,2025-08-23 22:00:00,12.968986,77.756495,Altercation between complainant and accused over old rivalry near Banashankari Temple; accused assaulted complainant with hands and stone causing simple injuries.,C
2480,100010011202100025,2021-11-06,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2021-11-05 16:00:00,12.958907,77.745949,Complainant reported the incident of ordinary theft which occurred near MG Road. Investigation taken up.,A
2481,100020013202300023,2023-01-07,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Charge Sheeted,Bengaluru Rural District & Sessions Court,2023-01-07 15:00:00,13.081815,77.369081,Complainant reported the incident of cruelty by husband/relatives which occurred near KR Market. Investigation taken up.,A
2484,100010009202400024,2024-03-13,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Charge Sheeted,Bengaluru City District & Sessions Court,2024-03-13 10:00:00,12.913536,77.604526,Complainant reported the incident of unlawful assembly which occurred near Hebbal Flyover. Investigation taken up.,A
2485,100010008202200034,2022-03-20,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Acquitted,Bengaluru City District & Sessions Court,2022-03-18 21:00:00,13.00158,77.601955,Altercation between complainant and accused over old rivalry near Jayanagar 4th Block; accused assaulted complainant with hands and knife causing simple injuries.,A
2486,100030015202500025,2025-10-05,Mysuru Lakshmipuram PS,Mysuru,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Mysuru District & Sessions Court,2025-10-03 17:00:00,12.324539,76.677152,Complainant reported the incident of attempt to murder which occurred near MG Road. Investigation taken up.,A
2487,100010008202500028,2025-11-09,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2025-11-08 19:00:00,13.000017,77.61907,Complainant reported the incident of ordinary theft which occurred near Koramangala 5th Block. Investigation taken up.,A
2488,100010010202600041,2026-10-27,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Convicted,Bengaluru City District & Sessions Court,2026-10-27 21:00:00,12.926084,77.609439,Complainant reported the incident of rioting which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
2489,100010011202100026,2021-05-19,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru City District & Sessions Court,2021-05-17 14:00:00,12.945366,77.754545,Unknown accused on motorcycle snatched 15 gram gold chain from complainant near Yelahanka New Town at around 0800 hours and escaped.,A
2491,100010012202300025,2023-12-28,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Bengaluru City District & Sessions Court,2023-12-27 15:00:00,13.079718,77.610464,Complainant reported the incident of ordinary theft which occurred near Electronic City Phase 1. Investigation taken up.,A
2492,100030015202500026,2025-07-16,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Acquitted,Mysuru District & Sessions Court,2025-07-15 13:00:00,12.301076,76.636461,Complainant reported the incident of grievous hurt which occurred near Hebbal Flyover. Investigation taken up.,A
2494,100010012202200021,2022-06-09,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,House Burglary,Closed - Undetected,Bengaluru City District & Sessions Court,2022-06-07 10:00:00,13.080096,77.600773,House breaking at Shivajinagar; accused gained entry through rear window and stole valuables worth approx Rs. 25000.,C
2498,100010008202300026,2023-10-19,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2023-10-19 09:00:00,12.975348,77.574443,Complainant parked his Activa scooter bearing registration KA-03-HC-6867 near City Railway Station. On return the vehicle was found stolen.,A
2501,100060019202500026,2025-01-16,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - False Case,Kalaburagi District & Sessions Court,2025-01-16 12:00:00,17.316791,76.831528,Complainant reported the incident of ordinary theft which occurred near Hubballi Old Bus Stand. Investigation taken up.,B
2502,100010009202100037,2021-02-12,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru City District & Sessions Court,2021-02-12 04:00:00,12.94844,77.584859,Two persons on a red Activa scooter approached the complainant walking near Hubballi Old Bus Stand and the pillion rider snatched the gold chain weighing approx 15 grams from her neck and sped away towards Market side.,A
2504,100030015202400025,2024-12-26,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Closed - Undetected,Mysuru District & Sessions Court,2024-12-26 06:00:00,12.320196,76.65402,Online fraud: complainant lost Rs. 50000 in fake part-time job scheme advertised on social media.,C
2505,100010009202500036,2025-03-12,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2025-03-10 18:00:00,12.904596,77.585774,Complainant parked his Activa scooter bearing registration KA-41-AB-7648 near City Railway Station. On return the vehicle was found stolen.,A
2507,100080021202400026,2024-09-25,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Shivamogga District & Sessions Court,2024-09-25 07:00:00,13.903492,75.591578,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 120000 was fraudulently transferred from his account.",A
2509,100070020202600023,2026-07-24,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2026-07-23 22:00:00,15.369953,75.127293,Two persons on a red Activa scooter approached the complainant walking near Hubballi Old Bus Stand and the pillion rider snatched the gold chain weighing approx 30 grams from her neck and sped away towards Majestic.,A
2510,100010007202100014,2021-08-16,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Unlawful Assembly,Closed - Undetected,Bengaluru City District & Sessions Court,2021-08-14 04:00:00,12.954475,77.550046,Complainant reported the incident of unlawful assembly which occurred near Hubballi Old Bus Stand. Investigation taken up.,C
2511,100010011202400025,2024-12-07,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2024-12-07 12:00:00,12.972545,77.757958,Complainant parked his Activa scooter bearing registration KA-51-DC-3470 near KR Market. On return the vehicle was found stolen.,A
2512,100050018202100026,2021-05-20,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Economic Offences,Cheating,Acquitted,Belagavi District & Sessions Court,2021-05-18 07:00:00,15.867916,74.516741,Complainant reported the incident of cheating which occurred near KR Market. Investigation taken up.,A
2513,100010011202100027,2021-12-02,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2021-12-01 05:00:00,12.945172,77.75781,Altercation between complainant and accused over money matter near City Railway Station; accused assaulted complainant with hands and stone causing simple injuries.,A
2514,100010012202400036,2024-02-04,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed - False Case,Bengaluru City District & Sessions Court,2024-02-02 07:00:00,13.124864,77.578341,Complainant reported the incident of grievous hurt which occurred near Yelahanka New Town. Investigation taken up.,B
2516,100010010202100035,2021-12-02,Koramangala PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Bengaluru City District & Sessions Court,2021-12-01 12:00:00,12.930665,77.636843,Complainant reported the incident of attempt to murder which occurred near MG Road. Investigation taken up.,A
2520,100010010202400023,2024-08-23,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2024-08-21 18:00:00,12.945957,77.624186,Complainant reported the incident of ordinary theft which occurred near Yelahanka New Town. Investigation taken up.,A
2521,100010010202500026,2025-08-28,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2025-08-26 08:00:00,12.950376,77.605422,Complainant parked his Activa scooter bearing registration KA-01-AB-3599 near Shivajinagar. On return the vehicle was found stolen.,A
2523,100010009202600031,2026-10-28,Jayanagar PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2026-10-26 17:00:00,12.908463,77.584038,Complainant reported the incident of ordinary theft which occurred near Mysuru Devaraja Market. Investigation taken up.,C
2524,100020013202500024,2025-02-13,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Convicted,Bengaluru Rural District & Sessions Court,2025-02-13 09:00:00,13.11838,77.364753,Complainant reported the incident of identity theft which occurred near KR Market. Investigation taken up.,A
2525,100010007202500029,2025-01-16,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2025-01-14 04:00:00,12.97477,77.588821,Complainant reported the incident of cruelty by husband/relatives which occurred near Shivajinagar. Investigation taken up.,C
2526,100020013202400025,2024-05-19,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Convicted,Bengaluru Rural District & Sessions Court,2024-05-19 11:00:00,13.112995,77.381657,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 80000 was fraudulently transferred from his account.",A
2527,100040017202300029,2023-12-12,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Mangaluru City District & Sessions Court,2023-12-11 15:00:00,12.870172,74.818088,Bolero KA-01-EH-5793 stolen from parking area near Yelahanka New Town between 1700 and 2000 hours.,A
2528,100010011202400026,2024-06-26,Whitefield PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Bengaluru City District & Sessions Court,2024-06-26 04:00:00,12.979782,77.747675,Complainant reported the incident of attempt to murder which occurred near Hubballi Old Bus Stand. Investigation taken up.,A
2529,100030015202400026,2024-02-11,Mysuru Lakshmipuram PS,Mysuru,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Mysuru District & Sessions Court,2024-02-11 05:00:00,12.315427,76.634728,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 50000 was fraudulently transferred from his account.",A
2530,100050018202500034,2025-02-12,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Belagavi District & Sessions Court,2025-02-12 14:00:00,15.826537,74.521778,Altercation between complainant and accused over trivial issue near Belagavi Fort Road; accused assaulted complainant with hands and club causing simple injuries.,A
2532,100010008202200036,2022-10-20,Cubbon Park PS,Bengaluru City,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,Bengaluru City District & Sessions Court,2022-10-18 07:00:00,12.982713,77.610697,Complainant reported the incident of attempt to murder which occurred near Malleshwaram 8th Cross. Investigation taken up.,A
2534,100020013202300024,2023-06-20,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Bengaluru Rural District & Sessions Court,2023-06-18 15:00:00,13.073102,77.365824,Altercation between complainant and accused over old rivalry near Electronic City Phase 1; accused assaulted complainant with hands and stone causing simple injuries.,A
2535,100010010202100037,2021-10-07,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2021-10-06 12:00:00,12.957588,77.642338,Complainant parked his Activa scooter bearing registration KA-01-EF-2578 near Majestic Bus Stand. On return the vehicle was found stolen.,A
2537,100010006202200021,2022-07-26,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Charge Sheeted,Bengaluru City District & Sessions Court,2022-07-25 23:00:00,12.984741,77.594327,Unknown accused on motorcycle snatched 30 gram gold chain from complainant near KR Market at around 2030 hours and escaped.,A
